,target,x1,x2,x3,x4,x5,x6,x7,x8,x9
77,77.27,86.06,173.93,5792.5,11256.0,1958.09,1730.0,169.39,2380.6,62.26
78,75.53,85.11,171.98,5674.9,11359.0,1950.85,1751.1,170.49200000000002,2211.6,58.55
79,73.84,82.83,167.36,5479.8,11163.0,1925.68,1723.1,170.43400000000003,2158.2,57.09
80,72.13,83.55,168.8,5386.0,11393.0,1964.41,1741.8,168.262,2119.9,55.86
81,65.1,84.1,169.91,4884.4,10435.0,1931.25,1721.7,168.77,2059.3,56.48
82,62.26,85.97,173.66,4723.8,10206.0,1875.44,1666.7,167.572,2049.7,56.09
83,58.55,86.39,174.52,4650.0,10235.0,1843.12,1632.0,167.69,1992.2,56.0
84,57.09,86.24,174.2,4763.9,10429.0,1861.62,1680.2,166.554,2041.3,58.56
85,55.86,85.52,172.74,4771.8,10139.0,1884.07,1665.1,165.7525,2071.4,59.13
86,56.48,84.94,171.55,4805.0,10563.0,1929.85,1645.6,164.796,1999.5,61.05
87,56.09,84.51,170.67,4765.5,10320.0,1912.58,1588.1,166.828,1941.9,60.96
88,56.0,83.22,168.05,4673.9,9841.0,1875.98,1554.9,165.295,1908.6,60.47
89,58.56,84.12,169.87,4621.8,10179.0,1909.11,1571.6,165.138,1924.1,61.22
90,59.13,83.2,167.98,4609.63,9768.75,1884.27,1601.88,167.304,1902.25,58.73
91,61.05,85.37,172.37,4674.2,10030.0,1895.24,1642.6,168.108,1853.1,56.33
92,60.96,85.96,173.55,4775.2,10293.0,1933.47,1669.0,165.8325,1869.0,58.22
93,60.47,83.87,169.3,4801.1,10711.0,1930.53,1636.4,166.062,1810.2,55.66
94,61.22,83.39,168.33,4843.3,10634.0,1941.7,1629.0,167.7,1807.8,54.28
95,58.73,83.69,168.93,4873.3,10419.0,1916.05,1597.9,169.854,1811.8,51.34
96,56.33,85.41,172.38,4917.4,10526.0,1921.35,1618.3,169.90200000000002,1845.6,51.18
97,58.22,86.87,175.33,4866.6,10284.0,1930.07,1664.5,171.532,1861.8,52.27
98,55.66,86.72,175.02,4780.3,9922.0,1905.19,1635.6,172.666,1824.3,49.42
99,54.28,88.56,178.71,4772.0,9265.0,1847.71,1617.7,175.41,1748.1,50.72
100,51.34,88.27,178.13,4653.9,9140.0,1797.52,1616.7,175.99599999999998,1705.0,55.05
101,51.18,88.45,178.49,4540.7,8907.0,1783.47,1599.0,177.514,1695.1,55.08
102,52.27,89.03,179.64,4587.1,8783.0,1763.98,1572.1,177.255,1731.0,60.51
103,49.42,86.28,174.07,4647.25,8416.25,1724.17,1548.5,180.51,1704.13,63.82
104,50.72,84.92,171.31,4655.2,8348.0,1718.07,1544.6,180.69,1661.0,64.95
105,55.05,85.16,171.8,4620.3,8574.0,1754.14,1536.4,179.87,1702.8,58.8
106,55.08,83.81,169.07,4720.3,8701.0,1768.3,1546.6,178.512,1749.2,54.57
107,60.51,83.55,168.54,4872.0,9301.25,1819.05,1610.13,175.6,1758.0,54.72
108,63.82,84.28,170.0,4965.1,9190.0,1815.78,1647.5,176.28,1756.4,57.86
109,64.95,82.83,167.07,4917.9,9159.0,1790.99,1594.7,176.09400000000002,1756.1,55.12
110,58.8,80.49,162.34,4768.5,8779.0,1739.26,1527.3,177.58,1708.4,60.08
111,54.57,77.66,156.62,4747.2,8377.0,1693.45,1495.8,177.93200000000002,1695.6,51.7
112,54.72,78.9,159.0,4903.75,8415.0,1707.66,1491.63,178.28599999999997,1726.5,50.56
113,57.86,80.2,161.72,5035.25,8617.5,1733.92,1479.13,179.202,1791.63,47.01
114,55.12,79.98,161.27,4998.2,8640.0,1735.72,1507.4,182.922,1807.7,45.73
115,60.08,79.3,159.89,4955.5,8941.0,1750.78,1573.5,185.386,1865.1,44.55
116,51.7,76.75,154.74,4791.8,8710.0,1724.17,1600.0,188.2775,1805.8,41.74
117,50.56,75.62,152.47,4656.2,8560.0,1687.13,1577.8,188.91,1717.4,42.11
118,47.01,75.41,152.02,4574.9,8255.0,1676.33,1527.2,186.53400000000002,1773.8,40.67
119,45.73,74.56,150.31,4514.5,7925.0,1671.32,1496.0,182.255,1820.6,43.03
120,44.55,75.76,152.71,4614.4,8476.0,1630.52,1524.3,182.41400000000002,1773.3,42.65
121,41.74,75.89,152.96,4511.5,8574.0,1593.43,1505.0,181.796,1660.8,40.77
122,42.11,73.8,148.74,4398.3,8595.0,1554.39,1481.9,183.484,1627.7,39.43
123,40.67,74.45,150.04,4362.7,8296.0,1539.02,1465.4,182.09,1610.2,38.72
124,43.03,77.12,155.43,4578.5,8467.0,1574.76,1465.4,178.81799999999998,1689.1,41.42
125,42.65,78.43,158.04,4700.67,8611.67,1597.81,1516.5,178.17,1784.33,44.24
126,40.77,77.99,157.16,4677.25,8662.5,1598.06,1527.0,179.885,1730.25,46.0
127,39.43,77.33,155.83,4601.8,8630.0,1568.42,1484.4,180.472,1681.4,48.19
128,38.72,79.1,159.38,4603.8,8686.0,1576.87,1486.6,180.65400000000002,1693.3,48.94
129,41.42,81.24,163.68,4593.1,8841.0,1572.86,1461.9,179.95,1641.9,50.39
130,44.24,81.86,164.92,4577.3,8624.0,1558.9,1447.1,179.27,1598.9,52.56
131,46.0,81.79,164.77,4686.8,9062.0,1571.66,1459.1,182.274,1587.6,54.84
132,48.19,83.44,168.1,4910.4,9456.0,1614.78,1489.3,180.24599999999998,1612.9,54.28
133,48.94,86.43,174.11,5101.0,9886.0,1671.26,1471.8,178.894,1661.7,55.68
134,50.39,87.1,175.48,5185.6,10388.0,1713.99,1448.8,177.55200000000002,1718.2,56.45
135,52.56,88.23,177.75,5236.7,10404.0,1735.1,1498.8,177.35,1758.0,57.53
136,54.84,89.96,181.23,5297.5,10489.0,1766.31,1569.3,181.018,1789.2,57.87
137,54.28,90.11,181.52,5207.9,10169.0,1718.93,1563.9,184.3,1666.3,56.5
138,55.68,87.57,176.41,5065.4,10021.0,1671.23,1554.3,186.8133,1642.7,54.07
139,56.45,87.96,177.19,5130.8,9746.0,1688.09,1577.9,183.90200000000002,1673.7,56.39
140,57.53,88.67,178.63,5338.2,9903.0,1707.56,1605.8,184.106,1682.8,56.57
141,57.87,88.83,178.94,5314.8,10048.0,1715.04,1606.3,185.56799999999998,1693.4,56.03
142,56.5,89.3,179.89,5147.75,9873.75,1704.57,1588.88,183.17,1706.0,54.15
143,54.07,86.87,175.0,5000.6,9603.0,1675.61,1520.6,183.722,1655.2,51.88
144,56.39,88.93,179.15,5042.9,10339.0,1709.04,1529.0,183.47400000000002,1697.5,50.39
145,56.57,91.08,183.46,5139.4,10623.0,1721.14,1545.3,185.4625,1719.2,49.11
146,56.03,90.68,182.66,5172.8,10804.0,1701.92,1564.1,187.99400000000003,1699.7,58.15
147,54.15,92.5,186.32,5238.5,11013.0,1726.77,1606.2,187.21200000000002,1698.0,61.62
148,51.88,95.11,191.58,5363.1,11441.0,1741.01,1615.3,185.79,1761.3,62.36
149,50.39,98.62,198.65,5540.0,11484.0,1799.52,1662.8,183.09599999999998,1826.9,64.95
150,49.11,98.58,198.58,5504.6,11234.0,1789.47,1642.1,181.69799999999998,1765.6,63.89
151,58.15,101.75,204.95,5753.2,11882.0,1829.11,1666.5,180.454,1754.1,62.25
152,61.62,100.65,202.74,5716.5,12623.0,1843.3,1672.1,178.14,1773.0,58.83
153,62.36,100.35,202.13,5737.1,12764.0,1856.94,1665.6,179.49400000000003,1795.4,62.42
154,64.95,101.51,204.48,5948.8,13346.0,1890.03,1709.7,179.71599999999998,1898.8,59.78
155,63.89,100.88,203.2,5967.9,12819.0,1905.3,1702.1,178.93599999999998,1913.6,58.07
156,62.25,100.88,203.19,6106.25,12700.0,1924.21,1708.75,177.4375,1945.13,53.86
157,58.83,103.42,208.31,6259.7,13126.0,1967.92,1751.3,175.84799999999998,1942.0,50.13
158,62.42,104.77,211.04,6396.4,13986.0,2003.75,1845.2,176.106,2007.8,47.81
159,59.78,104.04,209.56,6411.0,14140.0,2005.9,1890.13,173.86,2101.13,50.16
160,58.07,102.81,207.08,6172.3,13529.0,1986.59,1882.9,172.9625,2105.1,55.0
161,53.86,101.15,203.74,5972.9,12634.0,1926.23,1827.6,174.826,2034.8,56.2
162,50.13,100.86,203.15,5996.7,12583.0,1936.57,1813.3,176.25400000000002,2001.3,57.99
163,47.81,99.96,201.35,6050.25,12606.25,1938.03,1776.63,175.952,1936.0,61.25
164,50.16,99.34,200.09,6045.38,12691.25,1925.82,1775.38,177.888,1827.25,63.06
165,55.0,100.17,201.76,6146.4,13756.0,1943.9,1778.6,178.83,1831.9,63.91
166,56.2,98.0,197.39,5813.1,13705.0,1665.63,1769.6,180.236,1730.1,62.24
167,57.99,99.09,199.57,5819.0,14028.0,1875.69,1750.0,178.0,1807.8,62.47
168,61.25,101.7,204.84,5863.1,13891.0,1913.6,1788.1,174.926,1759.3,63.12
169,63.06,102.41,206.26,5798.6,14184.0,1921.68,1788.2,176.046,1753.6,67.45
170,63.91,103.52,208.51,5698.9,14129.0,1919.72,1802.1,175.635,1789.7,68.92
171,62.24,102.96,207.37,5665.7,14794.0,1956.47,1831.8,175.42,1830.4,71.17
172,62.47,102.42,206.28,5645.1,15031.0,1987.2,1861.0,174.80200000000002,1845.0,70.6
173,63.12,100.38,202.19,5485.6,14694.0,1988.45,1834.9,173.282,1842.6,67.26
174,67.45,101.69,204.82,5677.0,14567.0,2020.89,1836.8,173.908,1855.5,68.66
175,68.92,102.11,205.66,5810.4,14583.0,1967.8,1778.8,174.80200000000002,1782.8,69.27
176,71.17,103.75,208.96,6191.7,15218.0,1970.25,1780.4,177.248,1832.6,70.81
177,70.6,105.1,211.68,6332.5,14945.0,1965.56,1828.88,176.625,1833.5,69.96
178,67.26,106.82,215.14,6383.5,15428.33,1964.76,1854.67,176.9675,1858.0,71.67
179,68.66,108.81,219.16,6410.4,15815.0,1991.47,1886.3,177.042,1898.2,75.86
180,69.27,111.0,223.56,6468.1,16344.0,2052.5,1941.7,179.50799999999998,1997.5,76.86
181,70.81,112.77,227.13,6463.6,16462.0,2046.5,1996.0,180.59599999999998,2023.3,79.45
182,69.96,116.34,234.3,6642.6,16327.0,2054.12,2082.7,180.38,2049.0,81.05
183,71.67,117.48,236.6,6725.8,15945.0,2052.14,2036.9,180.01,2028.5,82.34
184,75.86,116.85,235.33,6725.3,15307.0,2032.43,2041.3,178.25400000000002,2025.7,79.93
185,76.86,117.03,235.71,6710.8,15246.0,2031.17,2054.8,175.75799999999998,1991.7,78.82
186,79.45,117.87,237.39,6827.1,15286.0,2073.74,2007.7,172.044,2009.0,79.4
187,81.05,116.91,235.45,6696.7,15143.0,2074.59,1968.3,172.468,2013.2,83.84
188,82.34,117.89,237.42,6724.5,15905.0,2073.64,1905.5,173.606,2024.4,82.94
189,79.93,119.06,239.77,6729.3,16575.0,2077.31,1904.0,173.5175,2082.8,86.06
190,78.82,118.78,239.22,6717.0,16238.0,2068.71,1900.0,170.5975,2073.8,88.54
191,79.4,119.0,239.67,6773.2,17180.0,2099.68,1927.7,169.55599999999998,2066.3,92.17
192,83.84,121.13,243.94,6898.5,17944.0,2143.9,1958.8,168.608,2086.4,94.2
193,82.94,122.66,247.02,6912.0,18891.0,2179.56,2029.9,167.795,2135.8,95.49
194,86.06,125.0,251.74,6959.8,18931.0,2224.34,2080.7,165.29,2221.4,95.95
195,88.54,126.04,253.83,7043.75,18636.25,2240.25,2096.63,165.356,2255.38,94.75
196,92.17,125.26,252.26,6971.5,18621.0,2233.84,2034.8,166.13,2238.0,97.79
197,94.2,126.44,254.63,6940.1,18593.0,2240.19,2016.6,167.46,2227.8,96.34
198,95.49,127.68,257.14,7040.0,18524.0,2251.97,1999.3,167.408,2236.9,95.11
199,95.95,128.28,258.35,7110.3,18610.0,2263.49,1985.0,165.982,2237.1,94.49
200,94.75,129.14,260.06,7089.9,18970.0,2273.4,2008.3,165.636,2210.5,90.82
201,97.79,129.74,261.27,7085.2,19051.0,2259.06,1947.9,165.014,2175.5,92.79
202,96.34,131.57,264.98,7141.9,19235.0,2269.92,1904.1,162.974,2169.7,93.63
203,95.11,134.35,270.54,7060.0,19165.0,2257.41,1866.6,162.88,2142.9,96.84
204,94.49,136.27,274.43,6920.5,18448.0,2229.59,1857.8,163.588,2143.1,98.62
205,90.82,135.41,272.69,6738.6,18543.0,2179.85,1825.6,163.898,2092.3,102.65
206,92.79,133.8,269.43,6689.8,18309.0,2151.48,1838.8,163.55,2088.3,105.43
207,93.63,133.57,268.98,6845.7,18966.0,2143.48,1812.2,163.5733,2084.4,107.43
208,96.84,134.77,270.93,7005.13,19306.25,2152.51,1796.75,163.762,2099.13,112.69
209,98.62,135.65,273.17,6941.8,19632.0,2166.75,1737.6,164.38400000000001,2111.1,117.36
210,102.65,136.0,273.86,6938.0,20121.0,2168.44,1744.1,164.308,2108.3,118.44
211,105.43,136.53,274.93,6722.13,19133.75,2141.54,1728.38,164.81,2079.5,116.53
212,107.43,137.45,276.78,6729.1,18250.0,2143.98,1764.5,165.4375,2087.9,111.99
213,112.69,137.63,277.13,6697.5,18311.25,2164.79,1836.63,166.516,2141.25,109.88
214,117.36,137.32,276.34,6626.5,17720.0,2166.1,1830.0,167.028,2099.13,107.83
215,118.44,136.1,274.07,6643.3,16765.0,2159.6,1812.8,168.99200000000002,2065.0,115.7
216,116.53,134.13,270.08,6652.8,16061.0,2131.29,1768.7,171.08,2033.0,118.11
217,111.99,133.91,269.64,6574.5,15952.0,2114.84,1700.5,173.886,2055.0,123.49
218,109.88,133.99,269.81,6488.3,15991.0,2143.17,1679.5,173.396,2041.0,121.56
219,107.83,135.01,271.86,6583.9,15595.0,2160.6,1715.7,173.766,2033.2,122.45
220,115.7,135.97,273.8,7031.0,15086.0,2196.89,1712.9,174.612,2099.3,123.6
221,118.11,133.73,269.27,7117.3,14283.0,2191.12,1716.6,175.27,2107.7,124.85
222,123.49,132.85,268.6,7206.3,14379.0,2197.72,1714.4,175.42,2135.2,130.32
223,121.56,129.37,260.48,7163.5,14225.0,2146.92,1685.3,176.43400000000003,2105.6,132.58
224,122.45,127.87,257.47,7121.5,13891.0,2105.0,1659.1,178.03599999999997,2093.4,134.55
225,123.6,126.39,254.48,7181.0,13999.0,2117.58,1696.6,178.5633,2122.7,132.69
226,124.85,125.77,253.54,7304.8,14567.0,2164.63,1743.1,176.138,2169.3,133.3
227,130.32,124.91,251.49,7336.5,14320.0,2174.29,1734.8,175.42,2165.1,138.65
228,132.58,123.92,249.49,7320.2,13508.0,2142.03,1723.2,175.63400000000001,2122.0,138.33
229,134.55,125.8,253.29,7389.13,13940.0,2158.61,1757.38,173.9875,2206.5,136.73
230,132.69,127.48,256.66,7302.0,14178.33,2150.24,1727.17,174.685,2226.0,136.72
231,133.3,126.55,254.78,7264.9,14060.0,2138.9,1743.0,173.518,2147.9,136.72
232,138.65,126.4,254.49,7184.9,13936.0,2139.78,1758.1,173.514,2106.5,136.41
233,138.33,124.75,251.16,7024.5,13558.0,2098.02,1710.6,173.982,2052.8,132.52
234,136.73,123.81,249.39,7041.0,13407.0,2109.06,1720.4,174.15599999999998,2060.1,133.42
235,136.72,122.79,247.2,6996.8,13529.0,2125.27,1738.6,174.02599999999998,2070.5,134.43
236,136.72,123.18,247.99,7037.4,13672.0,2150.6,1748.0,175.418,2084.7,132.35
237,136.41,122.99,247.59,7152.6,14138.0,2189.97,1776.2,174.2,2129.3,131.41
238,132.52,125.83,253.31,7228.3,14526.0,2238.26,1836.4,174.262,2181.1,133.88
239,133.42,127.61,256.9,7194.4,14464.0,2234.27,1813.6,174.03,2157.9,132.23
240,134.43,128.24,258.17,7192.7,13957.0,2197.77,1803.7,174.986,2121.0,136.37
241,132.35,128.0,257.67,7156.2,13777.0,2191.0,1819.4,175.305,2054.4,138.38
242,131.41,126.96,255.57,7205.8,13685.0,2184.51,1787.5,175.6175,2047.5,140.89
243,133.88,127.54,256.75,7189.9,13780.0,2191.91,1762.2,176.028,2054.9,139.22
244,132.23,128.82,259.34,7158.7,13921.0,2188.86,1752.3,177.095,2056.6,141.96
245,136.37,129.66,261.01,7119.7,13699.0,2202.57,1755.4,177.748,2105.1,133.65
246,138.38,130.58,262.95,7151.6,13702.0,2230.71,1763.2,179.84400000000002,2139.7,130.81
247,140.89,131.63,264.97,7210.5,14097.5,2276.31,1807.0,182.16,2198.88,132.83
248,139.22,129.59,260.86,7285.6,14490.0,2283.52,1853.3,182.736,2222.4,130.53
249,141.96,128.29,258.24,7272.6,14716.0,2263.73,1845.2,182.2325,2188.3,124.51
250,133.65,124.72,251.07,7035.3,13984.0,2169.37,1768.6,182.47799999999998,2118.4,121.46
251,130.81,125.91,253.45,6887.1,13646.0,2138.98,1756.0,181.886,2064.0,115.71
252,132.83,128.49,258.64,6970.1,14006.0,2159.97,1789.8,182.16,2049.8,119.04
253,130.53,129.0,259.67,6905.5,13718.0,2129.85,1762.5,182.632,2036.8,112.53
254,124.51,127.91,257.47,6836.5,13436.0,2116.06,1765.8,185.926,2050.0,115.18
255,121.46,125.93,253.48,6912.1,13754.0,2110.69,1766.3,185.774,2061.6,115.75
256,115.71,125.67,252.96,6701.1,13675.0,2079.63,1731.4,187.988,2029.4,124.21
257,119.04,129.79,261.26,6909.7,13929.0,2161.17,1774.7,184.85,2056.7,127.15
258,112.53,130.22,262.11,7068.9,14399.0,2225.9,1840.8,183.73,2115.4,131.63
259,115.18,131.84,265.36,7336.5,15079.0,2302.0,1918.2,183.2625,2213.8,131.83
260,115.75,131.55,264.79,7236.25,14723.75,2263.34,1840.38,184.054,2139.5,136.22
261,124.21,132.35,266.39,7333.1,14912.0,2247.74,1824.8,181.918,2035.4,139.6
262,127.15,131.6,264.89,7213.3,14959.0,2243.27,1819.3,180.665,1975.1,141.0
263,131.63,132.6,266.89,7317.0,15266.25,2284.54,1860.13,177.65400000000002,2016.13,136.93
264,131.83,132.81,267.31,7004.0,15028.0,2254.11,1822.5,179.27,1991.8,137.14
265,136.22,131.24,264.14,6942.3,15177.0,2261.78,1868.7,181.082,2015.0,134.31
266,139.6,130.89,263.45,7068.8,15431.0,2253.56,1853.2,181.55,2007.9,139.86
267,141.0,134.74,271.18,7502.0,16052.0,2383.69,1859.7,182.968,2056.7,147.91
268,136.93,134.71,271.11,7388.13,16137.5,2383.05,1846.5,180.05,2049.38,151.81
269,137.14,138.12,278.3,7596.38,16772.5,2439.06,1884.5,178.96,2128.63,158.21
270,134.31,137.81,277.35,7573.4,16714.0,2453.26,1902.3,179.222,2167.0,155.89
271,139.86,137.81,277.36,7762.7,16955.0,2488.05,1932.4,176.524,2218.8,155.43
272,147.91,136.39,274.48,7714.3,16539.0,2475.28,1927.1,174.56799999999998,2201.2,151.15
273,151.81,136.63,274.94,7786.0,16606.0,2513.63,1964.3,174.405,2281.0,148.21
274,158.21,138.07,277.3,7965.5,17248.0,2558.68,2059.7,173.24599999999998,2353.9,147.21
275,155.89,140.01,281.76,8203.4,18271.0,2659.54,2092.2,174.8525,2402.5,156.52
276,155.43,142.02,285.79,8219.1,18419.0,2676.11,2069.2,174.83599999999998,2426.2,148.67
277,151.15,142.08,285.65,8106.2,17999.0,2648.31,2036.1,174.042,2409.5,139.22
278,148.21,141.34,284.33,8060.0,17361.0,2630.26,2025.4,170.918,2350.5,135.32
279,147.21,140.38,282.47,7973.7,17370.0,2602.75,2016.2,170.04,2281.4,126.48
280,156.52,138.04,277.76,8058.6,17333.0,2590.96,2049.0,170.676,2312.9,119.57
281,148.67,138.85,279.28,8041.63,17343.75,2606.19,2074.5,171.36,2370.13,118.12
282,139.22,139.0,279.69,7840.5,17115.0,2564.76,2040.0,172.3175,2309.33,120.63
283,135.32,139.7,281.1,7909.3,17540.0,2590.0,2077.0,172.1025,2292.3,122.9
284,126.48,140.57,282.85,8066.3,17566.0,2640.08,2124.3,172.726,2279.2,121.97
285,119.57,142.53,286.79,7994.9,17353.0,2602.69,2095.9,173.94799999999998,2221.8,121.01
286,118.12,143.38,288.49,7817.1,16914.0,2579.0,2019.4,174.27,2216.2,119.91
287,120.63,143.14,288.01,7699.7,16424.0,2530.91,1930.6,174.138,2168.9,116.14
288,122.9,140.9,283.48,7609.3,15944.0,2506.57,1938.6,174.66400000000002,2179.9,117.38
289,121.97,141.21,284.09,7613.1,15935.0,2477.42,1891.7,174.562,2170.5,106.46
